SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
99924485,TPLink,Extensor PLC (vía eléctrica) AV600 TL-PA4010KIT,14,19.192
99938419,TPLink,Extensor PLC (vía eléctrica) AV600 TL-PA4010KIT,4,19.192
99944585,Linksys,"Extensor de alcance Wi-Fi de doble banda AC750 LinksysRE6250",2,24.792
99949823,TPLink,LIQ - Repetidor WiFi Dual Band AC1200 RE305,1,15.192
99949665,TPLink,LIQ - Repetidor WiFi N300 TL-WA850RE,1,8.990
99937977,TPLink,Repetidor WIFI 6 Dual Band Ax1500 RE505X,2,41.592
99938414,TPLink,Repetidor Wi-Fi Dual-Band AC750 RE200,5,14.392
99929376,TPLink,Repetidor Wi-Fi Dual-Band AC750 RE200,6,14.392
99938231,Tenda,Repetidor WiFi AC1200 A18,3,14.392
99942829,Tenda,Repetidor WiFi AC750 A15,1,14.392
99937764,DLink,Repetidor WiFi Dual Band AC1200 DAP-1610,7,19.990
99932779,DLink,Repetidor WiFi Dual Band AC1200 DAP-1620,1,20.792
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
99925924,TPLink,Repetidor WiFi Dual Band AC1200 RE305,3,23.192
99935546,DLink,Repetidor WiFi Dual Band AC750 DAP-1530,15,15.992
99942696,Xiaomi,Repetidor WiFi Mi WiFi Range Extender AC1200 EU,8,12.792
99927150,Tenda,Repetidor WiFi N300 A9,1,7.192
99925419,DLink,Repetidor WiFi N300 DAP-1325,21,10.990
99922636,DLink,Repetidor WiFi N300 DAP-1330,1,14.392
99919498,Kasda,Repetidor WiFi N300 KW5583,3,7.192
99940967,Xiaomi,Repetidor WiFi N300 Mi WiFi Range Extender Pro,1,5.990
99918954,TPLink,Repetidor WiFi N300 TL-WA850RE,5,11.992
Fabrica Gear,,,,
99925722,Intel,ARMADO - CPU Intel Core i5-7400 3.0 GHz,1,55.992
99923170,Crucial,ARMADO - DDR3L 4GB 1600 MHz PC3-12800,19,7.992
99922062,Crucial,ARMADO - DDR4 4GB 2133MHz PC3-17000,1,7.992
99911862,Toshiba,ARMADO - Disco Duro 500GB Sata3 7200 rpm,6,11.192
99913812,Kingston,ARMADO - Memoria Notebook 4GB SoDimm DDR3 1333,1,7.192
99918880,Crucial,"ARMADO - Memoria Notebook DDR3L SoDimm 4GB 1600MHZ PC3-12800",19,6.392
Filtros,,,,
99928784,Haida,Adaptador 58mm para Porta Filtros Serie 100,2,4.792
99928787,Haida,Adaptador 72mm para Porta Filtros Serie 100,2,4.792
99928779,Haida,Filtro Densidad Neutra 3.0 (10 Pasos) 72mm,1,7.992
99928769,Haida,Filtro UV Multicoating 58mm,2,1.990
Flash e Iluminación,,,,
99912784,Canon,Flash Speedlite 270EX II,7,43.192
99912881,Canon,Flash Speedlite 320EX,2,59.992
99950110,PCF OEM,LIQ - Difusor Universal tipo Domo,2,2.597
99927763,Manfrotto,Luz Led Lumimuse 6,1,15.992
GPS Deportivo,,,,
99923424,Garmin,"GPS Portátil 5.0"" Drive Assist 50 Garmin",1,71.992
99948930,Garmin,LIQ - GPS Portátil Garmin Etrex 22x Topo Active,1,129.990
Gabinetes sin Fuente,,,,
99936811,Deepcool,Gabinete ATX Macube 310 Black,1,38.392
Gavetas de Dinero,,,,
99923574,3nstar,Gaveta de dinero CD350 RJ11 Negra 41x42cm,1,39.192
99930936,Spektra,Gaveta de dinero GV-4948 RJ11 Negra 48.5x47.5x16.5,1,19.990
99949882,Spektra,LIQ - Gaveta de dinero GV-4948 RJ11 Negra 48.5x47.5x16.5,1,15.992
Grabadoras DVR y NVR,,,,
99926482,Annke,DVR 4 Canales 2MP - 1080P TVI DN41R,3,19.192
99932713,Annke,Grabador DVR 8 canales 3MP,1,41.592
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
Grabadoras de voz,,,,
99950107,Philips,LIQ - Grabadora de voz digital 4GB,1,13.858
Iluminación y Enchufes Inteligentes,,,,
99922930,Sengled,"Ampolleta Bluetooth Pulse Satellite para Starter Kit,controlada por Android e iOS",8,53.990
99929663,Broadlink,Interruptor Inteligente 1 Switch TC2,3,11.192
99930899,Broadlink,Interruptor Inteligente 3 Switches TC2,1,4.990
99932082,Lumiman,Lampara inteligente RGB controlada desde Smartphone,1,18.392
99946775,Philips,Lámpara Portátil Philips Hue Go V2 Bluetooth & Zigbee,1,51.990
99944342,Bestcon,"Motor de cortinas inteligente AM43 (funciona con RM4Pro/RM4C Pro/RM Pro+)",1,31.990
99943279,Megabright,"Proyector de iluminación inteligente Wifi RGB para exteriorese interiores compatible con Google home y Alexa",1,9.592
Impresoras 3D,,,,
99929748,Creality,Impresora 3D Ender 3,3,62.550
99948941,DreamBox 3D,LIQ - Lapiz 3D Dreambox PEN2 Colores,1,29.990
Impresoras Laser,,,,
99918871,Brother,"Impresora Láser Blanco y Negro HL-L2360DW  WiFi /Ethernet / Dúplex",3,95.992
99922447,Brother,"Impresora Láser Blanco y Negro HL-L6400DW Ethernet / WiFi/ Dúplex",1,124.792
99917464,Samsung,Impresora Láser Color SL-C1810W WiFi / Ethernet / NFC,5,45.990
99921511,Samsung,Impresora Láser Color SL-C430W WiFI / Ethernet / NFC,1,24.792
99948666,Brother,"LIQ - Impresora Led Color HL-L3270CDW WiFi / Ethernet /Dúplex / NFC",1,149.036
99929470,Brother,LIQ - Impresora Láser Blanco y Negro Dúplex HL-L2320D,1,37.128
Impresoras Tinta,,,,
99944156,Canon,"Impresora Fotográfica Tinta Continua Pixma G510  WiFi-Direct",1,99.990
99934087,Epson,"Impresora Tinta Continua Blanco y Negro EcoTank M1120WiFi - Direct / Ethernet",1,79.992
99919402,Canon,Impresora Tinta Portátil IP-110 + Batería WiFi,1,64.792
99939965,Canon,LIQ - Impresora Portátil Pixma TR-150 WiFi+ Batería,1,101.592
Innovación,,,,
99943289,Rolling Square,"Bateria Externa llavero TAU 1.400mAh Negro integrado conLightning, Micro USB y USB-C",1,9.990
Interfaces de Audio,,,,
99941135,IK Multimedia,Interfaz de Audio iRig Pre 2,1,22.990
99926875,IK Multimedia,Interfaz portatil I RIG HD 2,1,35.192
Interfaz de Usuario,,,,
99927393,Waveshare,Display LCD 16x2 Blanco sobre Azul Soldado,1,1.592
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
99930557,PCF OEM,Teclado de Membrana 1x4 + extras,2,1.592
Joysticks Consolas,,,,
99930605,Gear Gamer,Control Gamepad Nemesis PS4 / PC,2,9.990
99928436,V-Games,Control Inalámbrico para SNES Classic,1,4.792
Juegos de Consola,,,,
99928819,EA Games,Burnout Paradise PS4,25,7.992
99946826,EA Games,FIFA 23 Xbox X|S,2,33.592
99943979,SIEA,Spider-Man Miles Morales Ultimate Edition PS5,1,39.990
KVM,,,,
9995410,DLink,KVM  2 Puertos PS/2 c/Audio KVM-121,1,9.090
Kits de Vigilancia,,,,
99919398,Zmodo,Kit DVR 8 canales + 8 Cámaras CCD 600 TVL,1,68.792
Lectores de Memorias,,,,
9991277,Spektra,"Panel  3.5"" Multilector + USB",1,990
Láminas protectoras,,,,
99927460,PCF OEM,Lamina Vidrio Templado Huawei Y6 II,1,792
99927461,PCF OEM,Lamina Vidrio Templado LG K10 2017,1,792
99926783,PCF OEM,Lamina Vidrio Templado Moto C,1,392
99925647,PCF OEM,Lámina Vidrio Templado J1 ACE LTE,1,392
99923918,Leaf,Lámina Vidrio Templado Samsung Galaxy J1,2,392
99923920,Leaf,Lámina Vidrio Templado iPhone 7+,1,1.592
Lápices Tablets,,,,
99921886,Apple,Apple Pencil,1,39.992
99948109,Apple,Apple Pencil (1a Generación),87,56.990
99937334,Apple,Apple Pencil (1a generación),23,55.192
99941183,Spektra,Lápiz iPad Blanco,1,8.792
Manos Libres,,,,
99911596,PCF OEM,Kit para el Auto de Manos Libres Bluetooth Yada,2,4.990
99911595,PCF OEM,Kit para el Auto de Manos Libres Bluetooth Yada,2,4.791
99914531,Jabra,Manos Libres BT2045,2,4.792
99920910,Jabra,Manos Libres Bluetooth Jabra Talk Negro,3,6.392
99922558,Philips,Manos Libres Bluetooth Philips SHB1202 Negro,14,1.990
99913788,PCF OEM,Manos Libres Bluetooth v3.0,1,2.392
99918902,Genius,Manos Libres Genius HS-120BT,6,3.992
99922074,Motorola,Manos Libres HK250,1,6.392
99914532,Jabra,Manos Libres Jabra BT2046,2,1.592
99927620,Philips,Manos Libres Philips SHB1600,9,10.391
99940542,Philips,Manos libres Bluetooth SHB1614 PHILIPS,2,4.791
Memorias Flash,,,,
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
99936063,Kingston,"Memoria 64GB SDXC (100MB/s) UHS-I U1 Canvas SelectPlus",1,2.990
Memorias Notebook,,,,
9997339,Kingston,Memoria Notebook 2GB SoDimm DDR3 1333,4,2.392
9993122,Kingston,"Memoria Notebook 2GB SoDimm DDR3 1333MHz  ValueRAM",2,3.992
9999911,Corsair,"Memoria Notebook 2GB SoDimm DDR3 1333MHz ValueRAM",4,2.392
99917572,Crucial,"Memoria Notebook 2GB SoDimm DDR3L 1600MHz ValueRAM",116,1.592
11710,G.Skill,Memoria Notebook 4GB SoDimm DDR3 1333MHz Value,1,5.592
99911710,G.Skill,Memoria Notebook 4GB SoDimm DDR3 1333MHz Value,1,5.592
99916264,Kingston,"Memoria Notebook 4GB SoDimm DDR3 1333MHz ValueRAM",11,4.792
99934614,Kingston,"Memoria Notebook 4GB SoDimm DDR3L 1600MHz ValueRAM",4,7.192
99917750,Crucial,"Memoria Notebook 4GB SoDimm DDR3L 1600MHz ValueRAM",184,7.992
99940088,Crucial,Memoria Notebook 4GB SoDimm DDR4 2666MHz Value,4,8.792
99942117,Kingston,"Memoria Notebook 4GB SoDimm DDR4 2666MHz ValueRAM",3,11.992
Memorias PC,,,,
99914779,G.Skill,DDR3 2GB 1333MHz PC3-10600,2,3.992
9991860,Kingston,DDR3 2GB 1333MHz PC3-10600,2,3.992
9998716,Corsair,DDR3 2GB 1333MHz Value RAM,1,3.992
99912917,Kingston,DDR3 8GB (2x 4GB) 2133MHz PC3-17000 HyperX Predator,1,19.992
99918958,Corsair,DDR3 8GB 1600MHz Vengeance,1,14.990
99923013,Crucial,DDR3L 2GB 1600MHz Value RAM,27,3.192
Memorias Servers,,,,
99921624,HP,MEM Server 8GB Single Rank x4 DDR4-2133 (726718-B21),1,31.992
99933761,Dell,"Memoria Server 16GB - DDR4-2666MHz ECC(T40/T140/R240)",1,86.392
Micrófonos Reuniones,,,,
99938148,Jabra,Micrófono Speak 510 MS,1,81.592
Monitoreo de Vehículos,,,,
99939259,PCF OEM,Monitor Kit AHD + Cámara de retroceso AHD,1,19.992
Monitores,,,,
99915796,Samsung,"Monitor LED 19"" LF19TOWHBDM",2,79.990
Mouses,,,,
99947299,Microsoft,Mouse Bluetooth Arc Touch Negro,1,42.990
99941439,Kensington,Mouse For Life Tres Botónes Cable USB Negro,1,4.792
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
99924355,Gear,Mouse MG-317W Wireless Negro,1,1.990
99921388,HP,Mouse X1000 USB Negro,1,990
Multifuncionales Laser,,,,
99948491,Brother,"LIQ - Multifuncional Led Color MFC-L3750CDW WiFi /Ethernet / Dúplex / ADF / Fax",1,199.992
99948823,Brother,"LIQ - Multifuncional Láser Blanco y Negro  DCP-L5650DNEthernet / Full Dúplex",2,199.992
99932942,Brother,"LIQ - Multifuncional Láser Blanco y NegroWiFi/Ethernet/Dúplex  DCP-L2540DW",1,86.590
99925403,Brother,"Multifuncional Laser Blanco y Negro MFC-L6900DW WiFi /Ethernet / Full Dúplex / NFC",1,199.992
99931608,Brother,"Multifuncional Led Color MFC-L3750CDW WiFi / Ethernet /Dúplex / ADF / Fax",1,273.592
99946057,Brother,"Multifuncional Láser Blanco y Negro  DCP-L5650DN Ethernet/ Full Dúplex",1,270.392
99927818,Lexmark,"Multifuncional Láser Blanco y Negro MX417de Ethernet /Dúplex",1,105.592
Multifuncionales Tinta,,,,
99941889,Brother,"LIQ - Multifuncional Tinta Continua InkBenefit Tank DCP-T720DW WiFi-Direct",1,83.990
99949157,HP,LIQ - Multifuncional Tinta Continua InkTank 415 WiFi,2,42.392
99946783,Canon,"LIQ - Multifuncional Tinta Continua Maxify GX7010 WiFi /Ethernet",3,203.672
99939892,HP,LIQ - Multifuncional Tinta Continua SmartTank 500,6,57.592
99944088,HP,"LIQ - Multifuncional Tinta Continua SmartTank 515 Plus WiFi-Direct",1,57.592
99945864,HP,LIQ - Multifuncional Tinta Deskjet Ink Advantage 2774 WiFi,1,23.192
99946565,HP,LIQ - Multifuncional Tinta Deskjet Ink Advantage 3775 WiFi,1,13.592
99942753,Canon,"LIQ - Multifuncional Tinta Pixma G6010 Ethernet / WiFi /Dúplex",1,49.990
99940920,HP,LIQ - Multifuncional tinta Deskjet IA 2375,1,12.990
99922253,Canon,Multifuncional Fotográfica Tinta Continua Pixma G2100,2,43.192
99945834,Brother,"Multifuncional Tinta A3 MFC-J6740DW WiFi-Direct / Ethernet/ Dúplex",2,197.990
99936560,Epson,Multifuncional Tinta Color Expression XP-2101 WiFi-Direct,2,27.992
99921387,Epson,Multifuncional Tinta Color WiFi Expression XP-231,1,11.992
99944709,Epson,"Multifuncional Tinta Continua  EcoTank L4260 WiFi-Direct /Dúplex",1,137.990
99940097,Brother,Multifuncional Tinta Continua  InkBenefit Tank DCP-T220,1,39.992
99929221,Brother,Multifuncional Tinta Continua InkBenefit Tank DCP-T310,1,35.992
99940309,Brother,"Multifuncional Tinta Continua InkBenefit Tank DCP-T520WWiFi-Direct",1,39.992
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
99928846,Brother,"Multifuncional Tinta Continua InkBenefit Tank DCP-T710WWiFi / ADF",1,45.592
99940310,Brother,"Multifuncional Tinta Continua InkBenefit Tank DCP-T720DWWiFi-Direct",1,55.992
99928841,Brother,"Multifuncional Tinta Continua InkBenefit Tank MFC-T910DWWiFi / Ethernet / Dúplex / Fax",1,71.992
99929272,HP,Multifuncional Tinta Continua InkTank 415 WiFi,1,38.392
99942907,Canon,Multifuncional Tinta Continua Maxify GX6010 WiFi / Ethernet,4,126.392
99942908,Canon,Multifuncional Tinta Continua Maxify GX7010 WiFi / Ethernet,2,139.992
99940433,Canon,Multifuncional Tinta Continua Pixma G2160 Navy Blue,7,48.792
99939623,Canon,Multifuncional Tinta Continua Pixma G3110 WiFi,3,59.990
99940434,Canon,Multifuncional Tinta Continua Pixma G3160 Navy Blue WiFi,2,59.992
99939104,HP,Multifuncional Tinta Continua SmartTank 500,1,47.992
99935175,HP,Multifuncional Tinta Continua SmartTank 530 WiFi / ADF,2,104.990
99940428,HP,Multifuncional Tinta Deskjet IA 2775 WiFi,2,12.990
99944766,HP,Multifuncional Tinta Deskjet Ink Advantage 2774 WiFi,5,40.792
99924081,HP,Multifuncional Tinta Deskjet Ink Advantage 3775 WiFi,1,13.592
Notebooks Tradicionales,,,,
23049,PCF OEM,Adaptador enchufe para notebooks,7,990
99949537,Asus,"LIQ - Notebook 14"" FHD X409MA Intel Celeron N4020 4GB500GB Windows 10 X409MA-EK173T",1,134.278
99948939,HP,"LIQ - Notebook 14"" HD Intel i3-10110U 4GB + 16GB Optane256GB SSD Windows 11 Natural Silver 14-cf2051la",1,269.990
99947086,HP,"LIQ - Notebook 15.6"" HD Ryzen 3-4300U 4GB 256GB SSDWindows 10 Natural Silver",1,239.992
99948608,Acer,"LIQ - Notebook Aspire 3 Intel i3-1005G1 15.6"" HD 12GB256GB SSD Windows 11",1,259.420
99948940,Acer,"LIQ - Notebook Gamer Nitro 5 Intel i5-10300H NVIDIA GTX1650 4GB 15.6"" FHD 144Hz 16GB 512GB SSD Windows 11Negro",1,499.990
99947340,Asus,"LIQ - Notebook Gamer TUF Dash F15 FX517 Intel i7-12650HNVIDIA RTX 3060 6GB 15.6"" FHD 144Hz 16GB RAM 512GBSSD Windows 11 Off Black FX517ZM-HN055W",1,998.990
99947885,Asus,"LIQ - Notebook Vivobook 15 OLED X1505 Intel i5-1235U15,6"" FHD OLED 8GB 512GB SSD Windows 11 Indie BlackX1505ZA-L1008W",1,514.390
99949556,Asus,"LIQ - Notebook X509UA-BR039T 15.6” HD X509UA Core i3-7020 4GB 1TB Windows 10 Slate Grey X509UA-BR039T",1,195.790
99945631,Asus,"LIQ - Notebook X543NA 15.6"" HD Celeron N3350 4GB500GB Windows 10 Star Grey X543NA-GQ304T",2,99.990
99943670,Asus,"LIQ - Notebook X543UA 15.6"" FHD Intel i3-7100U 4GB 1TBWindows 10 Grey X543UA-DM3470T",1,139.990
99946362,Lenovo,"LIQ - Notebooks Ideapad 3 14"" FHD Ryzen 3-5300U 8GB512GB SSD Windows 11 Abyss Blue",1,269.990
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
99944254,HP,"Notebook 14"" HD Intel i5-1135G7 8GB + 16GB Optane256GB Windows 10 Natural Silver 14-dq2028la",1,349.592
99943016,Acer,"Notebook Aspire 3 AMD Ryzen 3 3250U 14"" FHD 12GB256GB SSD Windows 10 Silver",2,254.392
99924435,Dell,"Notebook Inspiron 14 3000 Intel Core i3-6006U 4GB 500GB14"" AMD Radeon R5 M430 2GB Windows 10",1,99.990
99937514,HP,"Notebook Pavilion Gamer Intel i7-10750H NVIDIA GTX 16504GB 15.6"" FHD  8GB + 16GB Optane 256GB SSD Windows10 WiFi 6 Acid Green 15-dk1022la",1,499.990
Notebooks Ultralivianos,,,,
99949816,Asus,"LIQ - Notebook ASUS Vivobook Go 14 E1404 Intel i3-N30514"" FHD 60Hz 8GB 256 SSD Windows 11 Mixed BlackE1404GA-NK128W",1,216.545
99945678,Lenovo,"LIQ - Notebook Ideapad 3 14"" FHD Ryzen 3-5300U 8GB256GB SSD Windows 11 Abyss Blue",1,314.990
99946643,Gear,"LIQ - Notebook Orchid 14.1"" FHD Intel i5-1135G7 8GB256GB SSD Windows 10",2,175.992
99941354,HP,"Notebook 14"" HD Intel i3-1115G4 4GB RAM + 16GB Optane256GB SSD Windows 11 Natural Silver 14-dq2025la",1,265.592
99938020,HP,"Notebook 240 G7 14"" HD Celeron N4020 4GB 500GB",3,99.990
99942281,HP,"Notebook Pavilion Aero 13"" FHD Ryzen 5-5600U 8GB 512GBSSD Windows 10 Natural Silver 13-be0501la",2,379.192
Office Adobe Otros,,,,
99931165,Microsoft,"Microsoft 365 Business Standard 1 Usuario, Suscripción 12Meses, Ex Office 365 Premium Empresa",1,48.990
Otros Smart Home (Domótica),,,,
99913475,Agama,Repuesto 530A - Cepillos,4,792
99913187,Agama,Repuesto RC 330A/530A - Filtro,10,792
99913188,Agama,Repuesto RC 330A/530A - Trapero,11,792
POS Impresoras,,,,
99945117,HP,LIQ - Impresora POS Térmica  One Prime USB Type-C,2,39.992
99936853,3nstar,"LIQ - POS impresora térmica portátil Bluetooth/USB 80mm derecibos y etiquetas",1,89.258
POS Lectores,,,,
99936685,3nstar,POS Lector 2D inalámbrico  SC455,1,71.992
99924744,3nstar,POS Lector Codigo de Barras 1D SC050,2,7.992
99919952,Data Logic,POS Lector Codigo de Barras C/Base Lite Kit Black 1 D,1,15.992
9998803,PCF OEM,POS Lector Codigo de Barras CCD Barcode Scanner USB,1,15.992
9997662,PCF OEM,POS Lector Codigo de Barras Laser Ps2 USL-1000P,1,11.992
99919426,PCF OEM,POS Lector Codigo de Barras Laser USB,3,11.192
99922602,PCF OEM,POS Lector Codigo de Barras Laser USB 1D,1,5.592
9999953,PCF OEM,POS Lector Codigo de Barras Laser USB LS-2400,3,18.392
9996446,PCF OEM,POS Lector Codigo de Barras Laser USB USL-1000U,1,21.592
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
9997663,PCF OEM,POS Lector Codigo de Barras Laser c/base USB USL-1000U,5,15.992
99945425,3nstar,POS Lector Codigo de Barras POS-S402,1,31.992
99922738,Honeywell,POS Lector Codigo de Barras Voyager 1250g,1,21.592
99928235,Spektra,POS Lector Código de Barras 2D RG-2D650,1,7.992
99927935,3nstar,POS Lector Código de Barras 2D SC405,1,27.992
99935487,3nstar,POS Lector Código de Barras 2D SC410,2,27.992
99927933,3nstar,POS Lector Inalámbrico Código de Barras 1D SC305,1,31.992
POS Monitores,,,,
99944627,3nstar,LIQ - Mini PC de punto de venta,1,135.992
99927400,3nstar,"POS All in One SSD 120GB Windows 10 Enterprise IOTPTE0105",1,359.991
Papeles,,,,
99923077,Engatel,Papel Rollo Térmico 80x80 mt pack 10 unidades,1,6.990
99928000,Ritrama,"Rollo de 5910 Etiquetas Autoadhesivas Semibrillo 32mm x22mm",1,2.990
Parlantes PC,,,,
99949484,Logitech,LIQ - Parlante S150 USB,1,3.990
99918195,Logitech,Parlante S150 USB,1,8.990
9997863,Spektra,Parlantes Base 2.0 USB ES-3500,1,2.392
9996143,Genius,Parlantes Multimedia 2.0 SP-HF500A Madera,5,11.992
99933288,Genius,Parlantes Multimedia 2.0 SP-HF800A II Madera,1,15.992
9991818,Genius,Parlantes Multimedia 2.0 SP-U150,1,3.992
99910051,Genius,Parlantes Multimedia 2.0 SP-i250G,4,7.192
9992958,Gear,Parlantes Subwoofer 2.1 ES-3317,2,7.192
99913138,Genius,Parlantes Subwoofer 2.1 SW 370 Madera,4,9.592
99914148,Genius,Parlantes Subwoofer 2.1 SW-HF 1205,16,14.392
9991816,Genius,Parlantes USB 2.0 SP-U150X,8,3.192
9992310,Genius,Parlantes mini U115 USB Negro,1,952
Parlantes Portátiles,,,,
99914347,PCF OEM,Sistema de Audio Cube USB Blue Con radio,1,3.992
Placas Madres,,,,
9999737,Gigabyte,M/B AMD 78LMT-S2  A/L/V (AM3+),6,6.392
99913879,ECS,M/B AMD A960M-M3 A/L/V (AM3+),4,6.392
99916445,ECS,M/B AMD A960M-MV (AM3+),1,6.392
99917080,Asus,M/B AMD AM1I-A mini-ITX (AM1),1,16.990
9991537,Asus,M/B AMD M5A78L-M LX  A/L/V (AM3+),2,6.392
99912031,Asus,M/B AMD M5A78L-M LX V2 A/L/V (AM3+),3,7.992
99912738,Asus,M/B AMD M5A99X EVO R2.0 (AM3+),2,47.192
99929154,Asus,M/B Intel PRIME H310M-E (1151-v2),1,39.990
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
99919808,Asus,M/B Intel X99-Deluxe U3.1(2011-3),1,119.992
99911840,Gigabyte,M/B Intel® G1 Assassin 2 A/L (2011),1,79.992
9998781,Asus,M/B Intel® SABERTOOTH X79  (2011),1,63.992
99917928,Gigabyte,M/B Intel® X99-Gaming G1 c/WiFi (2011-3),12,79.992
Placas Madres Intel s1700,,,,
99944932,MSI,M/B Intel B660 Tomahawk WiFi (DDR4) (s1700),2,125.990
Plastificadoras de Papel,,,,
99948445,Spyra,"LIQ - Plastificadora de Papeles A3 / Doble Carta / Oficio SPM330",1,39.990
99922937,GBC,"Plastificadora de Papeles A3 / Doble Carta / Oficio Fusion1100L",4,19.992
99947586,Spyra,Plastificadora de Papeles A3 / Doble Carta / Oficio Ultra 330,1,45.592
99935228,GBC,Plastificadora de Papeles A4 / Carta / Oficio Fusion 3000L,3,43.192
99927225,Spyra,Plastificadora de Papeles A4 / Carta / Oficio Premier 230,7,12.791
99943486,Swingline,"Plastificadora de Papeles A4 / Carta Inspir Plus 9"" Turquesa",1,15.992
99933375,GBC,Plastificadora de Papeles A4 /Carta / Oficio Fusion 1100L,11,19.992
99929618,Fellowes,Plastificadora de Papeles A4 /Carta / Oficio L125,4,19.192
99924570,Spektra,Plastificadora de Papeles formato A4 / Carta Rugby,3,7.991
Plotters,,,,
99927826,HP,"Plotter 24"" Designjet T120 WiFi/Ethernet/USB In ePrinter conporta rollo",3,263.992
Print Servers,,,,
9997515,DLink,Print Server 1 USB DPR-1020,1,23.192
99917796,TPLink,Print Server Inalambrico TL-WPS510U USB 2.0,1,23.992
Procesadores,,,,
99926323,Intel,CPU Intel Core i7-7800X 3.5 GHz LGA 2066,1,89.592
99917003,AMD,APU A10 6790K 4.0 GHz / HD8670D (FM2),1,28.792
99915428,AMD,APU A4 6300 3.7 GHz / HD8370D (FM2),1,7.992
99918906,AMD,APU A4 7300 / Radeon R3 (FM2+),2,7.992
99927889,AMD,APU A4-4000 3.0GHz 1MB (FM2),1,3.992
99918908,AMD,APU A6 7400K 3.5 GHz / Radeon R5 (FM2+),21,7.992
99914380,AMD,APU A8 6600K 3.9 GHz / HD8570D (FM2),3,18.392
99918907,AMD,APU A8 7600 3.1 Ghz / Radeon R7 (FM2+),1,15.992
99924635,AMD,APU A8 7650K 3.3 Ghz / Radeon R7 (FM2+),1,15.992
99917141,AMD,CPU Athlon 5150 1.6 GHz (AM1),3,6.392
99920626,Intel,CPU Pentium G3250 3.2 GHz (1150),1,10.392
99917140,AMD,CPU Sempron 2650 1.45 GHz (AM1),2,3.992
Proyectores,,,,
99935535,ViewSonic,Proyector 4000 Lúmenes Full HD HDMI PG706HD,1,407.992
Rackmount,,,,
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
99917240,HP,Habilitador de 4LFF para HP ML10,1,11.192
99932802,Exelink,"Rack 19"" 12U 600x600 (Para Armar)",1,59.989
99945037,Exelink,"Rack 60"" 32U 600x800 (Para Armar)",1,209.990
Realidad Virtual,,,,
99931515,HTC,Adaptador inalámbrico para HTC Vive,1,79.272
Refrigeración CPU,,,,
99939696,Gamdias,Watercooling Chione E2 120 Lite,1,47.992
Robótica,,,,
99931098,Robotis inc.,Kit Expansión - Dream II STEM - Nivel 2,1,18.392
99931101,Robotis inc.,Kit Expansión - Dream II STEM - Nivel 5,2,24.792
Routers,,,,
9992401,Cisco,Access Point AIR-AP1242AG-A-K9,13,18.392
99928161,Samsung,"Router / Hub Connect Home Pro (WiFi Dualband AC2600,Zigbee, Z-Wave, Bluetooth)",1,51.192
9991342,TPLink,Router 3G / 4G N150  TL-MR3220,5,3.992
99910791,TPLink,Router 3G / 4G N300 TL-MR 3420,6,6.392
99910795,TPLink,Router Compacto 3G / 4G N150 TL-MR3020,1,3.992
99911593,DLink,Router Compacto WiFi N150 DIR-505,5,7.192
99917549,DLink,Router Dual Band AC 750 DIR-803,10,6.392
99947779,TPLink,Router Dual Band AC1200 Archer C64,1,31.990
99914881,DLink,Router Dual Band AC750 DIR-810L,3,7.992
99938078,Asus,Router Dual band Fast Ethernet RT-AC1200 V2,1,9.990
99921110,DLink,Router Dual-Band AC750 DIR-809,3,7.992
99932118,DLink,Router Dual-Band AC750 DIR-819,1,9.990
99913054,Linksys,Router Dual-Band Gigabit AC1750 EA6500,1,46.392
9993288,Advantek,Router I/Gateway ABR-241 4P+Fwll,5,3.992
9991954,Belkin,Router Inalambrico - N125,1,3.192
99911303,DLink,Router Inalambrico DIR-900L MyDlink,3,3.192
9993655,Advantek,Router Inalambrico-N AWR-11N-RT,3,14.392
9995979,DLink,Router Inalambrico-N DIR-615,4,3.992
9997202,Linksys,Router Inalambrico-N WRT120N,1,5.592
9997279,DLink,Router Inalámbrico DIR-600,18,3.192
99943262,TPLink,Router Inalámbrico de Doble Banda AC2600 MU-MIMO,2,55.192
99944104,Linksys,Router Linksys Wi-Fi  AC1200-E5400,2,25.592
9994964,Linksys,Router Linux 54G WRT54GL,4,20.792
99940740,DLink,Router Mesh DIR-2150 AC2100,2,28.792
99938923,TPLink,Router Móvil SIM 4G N300 Archer MR6400,3,50.392
99940399,DLink,Router Móvil SIM 4G N300 DWR-M921,1,19.990
99927056,DLink,Router N150 DIR-608N,1,2.392
SKU,Marca,Nombre,Stock,"Precio Unitarioc/Iva"
99910326,TPLink,Router N150 TL-WR740N,24,3.192
99927618,DLink,Router N300 DIR-611,1,3.192
99919179,DLink,Router N300 DIR-615,1,3.192
